"Genome ID","sample","Version","ST_Enterobase","adk","fumC","gyrB","icd","mdh","purA","recA"
"64a9bbc349cc8b201d808eb7","SB2713434433","202214121127-v3.2.1","569","13","38","84","13","17","64","34"
"64a9bbc349cc8b20f6808fee","SB2713434001","202214121127-v3.2.1","34","10","11","4","1","8","8","2"
"64a9bbc349cc8b214b808ed9","SB2713434393","202214121127-v3.2.1","6675c91843901b9e46f4d97c14ff1ad361e433ed","6","4","4","18","bf5f880a307e5f19d8a623b59c62e4b350135fab","5","14"
"64a9bbc349cc8b222f808fe1","SB2713434016","202214121127-v3.2.1","58","6","4","4","16","24","8","14"
"64a9bbc349cc8b22b3809068","SB2713433855","202214121127-v3.2.1","332","6","23","4","85","7","61","6"
"64a9bbc349cc8b22d2808f0f","SB2713434294","202214121127-v3.2.1","2175","6","4","15","88","43","8","14"
"64a9bbc349cc8b22e6809020","SB2713433936","202214121127-v3.2.1","706","88","24","49","36","17","11","91"
"64a9bbc349cc8b22f380901b","SB2713433953","202214121127-v3.2.1","1079","6","19","14","16","11","12","2"
"64a9bbc349cc8b2307808ff6","SB2713433993","202214121127-v3.2.1","443","6","19","15","16","9","8","7"
"64a9bbc349cc8b2335808edd","SB2713434388","202214121127-v3.2.1","212","6","29","4","18","11","8","6"
"64a9bbc349cc8b23fd808fdb","SB2713434023","202214121127-v3.2.1","bb28bafb8f90170fa36b053a77dccbb9073b08ec","290","151","55","214","35","40","38"
"64a9bbc349cc8b242080902c","SB2713433924","202214121127-v3.2.1","569","13","38","84","13","17","64","34"
"64a9bbc349cc8b2423808fcd","SB2713434040","202214121127-v3.2.1","399","6","4","1","95","69","8","20"
"64a9bbc349cc8b24cb808f76","SB2713434154","202214121127-v3.2.1","372","88","103","19","36","23","44","26"
"64a9bbc349cc8b24dc808f28","SB2713434255","202214121127-v3.2.1","10694","6","107","1","95","69","830","20"
"64a9bbc349cc8b2526808ee6","SB2713434378","202214121127-v3.2.1","1434","10","11","5","8","7","8","6"
"64a9bbc349cc8b2592808f4a","SB2713434201","202214121127-v3.2.1","1236","170","195","13","100","30","25","30"
"64a9bbc349cc8b2593808fb3","SB2713434076","202214121127-v3.2.1","404","14","14","10","14","17","7","74"
"64a9bbc349cc8b2631808ee0","SB2713434385","202214121127-v3.2.1","401","1","107","7","11","7","3","7"
"64a9bbc349cc8b26a3808f6a","SB2713434167","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc349cc8b26c2809069","SB2713433854","202214121127-v3.2.1","141","13","52","10","14","17","25","17"
"64a9bbc349cc8b270380906a","SB2713433853","202214121127-v3.2.1","297","6","65","32","26","9","8","2"
"64a9bbc349cc8b283e808edf","SB2713434386","202214121127-v3.2.1","4774","6","4","1","1","69","8","20"
"64a9bbc349cc8b2860808f78","SB2713434152","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc349cc8b287a809000","SB2713433981","202214121127-v3.2.1","345","6","4","14","1","20","62","7"
"64a9bbc349cc8b2921808f8f","SB2713434123","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc349cc8b29af808fab","SB2713434086","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc349cc8b2a0c808fe9","SB2713434006","202214121127-v3.2.1","443","6","19","15","16","9","8","7"
"64a9bbc349cc8b2a10808ea3","SB2713434454","202214121127-v3.2.1","442","6","95","33","18","9","8","14"
"64a9bbc349cc8b2aab808eb4","SB2713434437","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc349cc8b2acf808fb4","SB2713434075","202214121127-v3.2.1","744","10","11","135","8","8","8","2"
"64a9bbc349cc8b2aef809078","SB2713433823","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc349cc8b2b5e808eae","SB2713434443","202214121127-v3.2.1","162","9","65","5","1","9","13","6"
"64a9bbc349cc8b2c20808ed3","SB2713434400","202214121127-v3.2.1","1079","6","19","14","16","11","12","2"
"64a9bbc349cc8b2c61808f6c","SB2713434165","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc349cc8b2cf7808f60","SB2713434178","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc349cc8b2d11808ef2","SB2713434362","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc349cc8b2dab808f4e","SB2713434197","202214121127-v3.2.1","1434","10","11","5","8","7","8","6"
"64a9bbc349cc8b2dbd808ffe","SB2713433984","202214121127-v3.2.1","542","112","11","5","12","8","8","86"
"64a9bbc349cc8b2f35808f43","SB2713434213","202214121127-v3.2.1","108","46","36","37","25","5","16","33"
"64a9bbc349cc8b2f6c80906e","SB2713433835","202214121127-v3.2.1","399","6","4","1","95","69","8","20"
"64a9bbc349cc8b2f9d809032","SB2713433918","202214121127-v3.2.1","1159","18","52","10","13","17","25","17"
"64a9bbc349cc8b303080904a","SB2713433891","202214121127-v3.2.1","1434","10","11","5","8","7","8","6"
"64a9bbc349cc8b3136808f5c","SB2713434182","202214121127-v3.2.1","3580","6","65","344","1","11","13","6"
"64a9bbc349cc8b315b808f1d","SB2713434273","202214121127-v3.2.1","906","6","4","3","16","11","8","6"
"64a9bbc349cc8b316f808f41","SB2713434217","202214121127-v3.2.1","38","4","26","2","25","5","5","19"
"64a9bbc349cc8b31c4808ebb","SB2713434428","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc349cc8b328b808fc8","SB2713434048","202214121127-v3.2.1","216","10","11","57","8","7","18","6"
"64a9bbc349cc8b32af809029","SB2713433927","202214121127-v3.2.1","2522","6","29","5","18","11","8","2"
"64a9bbc349cc8b32b4808fd4","SB2713434033","202214121127-v3.2.1","f1982d12f07bf60d34eefe0cd9a3336f14490ee2","57","11","4","109","12","8","2"
"64a9bbc349cc8b331c809037","SB2713433913","202214121127-v3.2.1","278","9","23","64","18","11","8","6"
"64a9bbc349cc8b33da808f2c","SB2713434251","202214121127-v3.2.1","1079","6","19","14","16","11","12","2"
"64a9bbc349cc8b3497808ecb","SB2713434408","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc349cc8b3560808f53","SB2713434192","202214121127-v3.2.1","212","6","29","4","18","11","8","6"
"64a9bbc349cc8b362f808e90","SB2713434475","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc349cc8b365c808eba","SB2713434429","202214121127-v3.2.1","57","6","31","5","28","1","1","2"
"64a9bbc349cc8b3a04808f23","SB2713434262","202214121127-v3.2.1","399","6","4","1","95","69","8","20"
"64a9bbc349cc8b3a28808e9e","SB2713434460","202214121127-v3.2.1","401","1","107","7","11","7","3","7"
"64a9bbc349cc8b3afd808f05","SB2713434306","202214121127-v3.2.1","2604","13","13","9","13","244","10","9"
"64a9bbc349cc8b3b1c808f14","SB2713434284","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc349cc8b3b88808f95","SB2713434115","202214121127-v3.2.1","345","6","4","14","1","20","62","7"
"64a9bbc349cc8b3be5808e87","SB2713434494","202214121127-v3.2.1","295","6","4","12","1","9","2","7"
"64a9bbc349cc8b3c32808f19","SB2713434278","202214121127-v3.2.1","399","6","4","1","95","69","8","20"
"64a9bbc349cc8b3c89808eb2","SB2713434439","202214121127-v3.2.1","75152f3a8a99fd97885206111b4aab4b412f575e","9","23","64","18","11","393","6"
"64a9bbc349cc8b3ca5808e95","SB2713434470","202214121127-v3.2.1","404","14","14","10","14","17","7","74"
"64a9bbc349cc8b3cfa808e84","SB2713434498","202214121127-v3.2.1","9862","6","4","12","1","20","739","7"
"64a9bbc349cc8b3d06808fc3","SB2713434055","202214121127-v3.2.1","12","13","13","9","13","16","10","9"
"64a9bbc349cc8b3d81809044","SB2713433898","202214121127-v3.2.1","1844","6","29","33","16","11","7","2"
"64a9bbc349cc8b3e5c808f91","SB2713434121","202214121127-v3.2.1","58","6","4","4","16","24","8","14"
"64a9bbc349cc8b3f67808fe6","SB2713434009","202214121127-v3.2.1","1434","10","11","5","8","7","8","6"
"64a9bbc349cc8b42a7808ff0","SB2713433999","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc349cc8b432e808ed5","SB2713434398","202214121127-v3.2.1","165","10","27","5","10","12","8","2"
"64a9bbc349cc8b4338809027","SB2713433929","202214121127-v3.2.1","1434","10","11","5","8","7","8","6"
"64a9bbc349cc8b4366808eea","SB2713434373","202214121127-v3.2.1","443","6","19","15","16","9","8","7"
"64a9bbc349cc8b4369808f20","SB2713434267","202214121127-v3.2.1","706","88","24","49","36","17","11","91"
"64a9bbc349cc8b43c2808eda","SB2713434392","202214121127-v3.2.1","5378","6","4","15","102","9","73","364"
"64a9bbc349cc8b4402808f67","SB2713434171","202214121127-v3.2.1","540","6","7","57","1","8","8","2"
"64a9bbc349cc8b4476808e93","SB2713434472","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc349cc8b44ad80905f","SB2713433866","202214121127-v3.2.1","1844","6","29","33","16","11","7","2"
"64a9bbc349cc8b44ea808ebf","SB2713434423","202214121127-v3.2.1","616","6","4","12","16","24","8","14"
"64a9bbc349cc8b4563808f1e","SB2713434272","202214121127-v3.2.1","706","88","24","49","36","17","11","91"
"64a9bbc349cc8b4576808e9d","SB2713434461","202214121127-v3.2.1","1d869c6e8dd1562edc491d3af32dbbc665b64326","6","29","32","16","969","8","44"
"64a9bbc349cc8b4578808f18","SB2713434279","202214121127-v3.2.1","141","13","52","10","14","17","25","17"
"64a9bbc349cc8b4599808f38","SB2713434236","202214121127-v3.2.1","942","6","4","3","16","9","8","6"
"64a9bbc349cc8b45ba808f69","SB2713434169","202214121127-v3.2.1","141","13","52","10","14","17","25","17"
"64a9bbc349cc8b4730809019","SB2713433955","202214121127-v3.2.1","5748","35","50","22","49","37","41","191"
"64a9bbc349cc8b4857808ec3","SB2713434417","202214121127-v3.2.1","401","1","107","7","11","7","3","7"
"64a9bbc349cc8b488e808ff5","SB2713433994","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc349cc8b489580907c","SB2713433818","202214121127-v3.2.1","87617e7a235a52bbf9bafe3a9ff5bfdcfa9c7c0f","10","1366","4","8","8","8","2"
"64a9bbc349cc8b48f6808f02","SB2713434310","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc349cc8b4940808ead","SB2713434444","202214121127-v3.2.1","1431","6","65","3","1","11","13","6"
"64a9bbc349cc8b4a60808e99","SB2713434466","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc349cc8b4b78809026","SB2713433930","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc349cc8b4be8808fd8","SB2713434028","202214121127-v3.2.1","2531","6","4","1","95","69","8","7"
"64a9bbc349cc8b4c5e808f9f","SB2713434101","202214121127-v3.2.1","399","6","4","1","95","69","8","20"
"64a9bbc349cc8b4d65808f42","SB2713434214","202214121127-v3.2.1","162","9","65","5","1","9","13","6"
"64a9bbc349cc8b4e0a808fea","SB2713434005","202214121127-v3.2.1","443","6","19","15","16","9","8","7"
"64a9bbc349cc8b4e2480907f","SB2713433815","202214121127-v3.2.1","48","6","11","4","8","8","8","2"
"64a9bbc349cc8b4e9e808e7f","SB2713434524","202214121127-v3.2.1","3580","6","65","344","1","11","13","6"
"64a9bbc349cc8b4ef380903b","SB2713433908","202214121127-v3.2.1","162","9","65","5","1","9","13","6"
"64a9bbc349cc8b4f2b808ff2","SB2713433997","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc349cc8b4f3b808ed2","SB2713434401","202214121127-v3.2.1","a512b03b4be307b52001b4a165f05354c91d15f0","170,610ea7c7b47ecdb3fcc491bf9839a2cc051208a2","40","93","13","17","28","166"
"64a9bbc349cc8b4ffb809070","SB2713433833","202214121127-v3.2.1","399","6","4","1","95","69","8","20"
"64a9bbc349cc8b5052808eb3","SB2713434438","202214121127-v3.2.1","5073","9","65","32","1","11","8","6"
"64a9bbc349cc8b506c808f08","SB2713434303","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc349cc8b507c809059","SB2713433875","202214121127-v3.2.1","635","6","107","1","95","69","8","7"
"64a9bbc349cc8b50d880901a","SB2713433954","202214121127-v3.2.1","154","6","6","5","10","9","8","6"
"64a9bbc349cc8b520e808fdd","SB2713434021","202214121127-v3.2.1","5865","43","4","15","18","11","7","6"
"64a9bbc349cc8b5276808f99","SB2713434109","202214121127-v3.2.1","652","6","4","33","132","20","12","7"
"64a9bbc349cc8b5278808f9c","SB2713434106","202214121127-v3.2.1","2171","260","88","78","29","70","158","2"
"64a9bbc349cc8b53b9808f5e","SB2713434180","202214121127-v3.2.1","1177","4","26","2","211","5","5","19"
"64a9bbc349cc8b53c0808fe8","SB2713434007","202214121127-v3.2.1","443","6","19","15","16","9","8","7"
"64a9bbc349cc8b5475809052","SB2713433883","202214121127-v3.2.1","2531","6","4","1","95","69","8","7"
"64a9bbc349cc8b5494808f3d","SB2713434229","202214121127-v3.2.1","1721","222","11","4","8","8","8","2"
"64a9bbc349cc8b54c8808f96","SB2713434114","202214121127-v3.2.1","162","9","65","5","1","9","13","6"
"64a9bbc349cc8b5504808f49","SB2713434204","202214121127-v3.2.1","4995","6","4","5","1","8","8","6"
"64a9bbc349cc8b551a808f83","SB2713434139","202214121127-v3.2.1","404","14","14","10","14","17","7","74"
"64a9bbc349cc8b5575809007","SB2713433974","202214121127-v3.2.1","443","6","19","15","16","9","8","7"
"64a9bbc349cc8b5664808f7b","SB2713434148","202214121127-v3.2.1","372","88","103","19","36","23","44","26"
"64a9bbc349cc8b566d809066","SB2713433857","202214121127-v3.2.1","1844","6","29","33","16","11","7","2"
"64a9bbc349cc8b56a5809043","SB2713433899","202214121127-v3.2.1","196","6","19","3","16","9","8","6"
"64a9bbc349cc8b574e808f75","SB2713434155","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc349cc8b57d5808f21","SB2713434266","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc349cc8b5815808ea8","SB2713434449","202214121127-v3.2.1","164","6","4","32","16","12","8","7"
"64a9bbc349cc8b585a808fa1","SB2713434099","202214121127-v3.2.1","5794","6","31","5","596","1","1","2"
"64a9bbc349cc8b58b980906f","SB2713433834","202214121127-v3.2.1","399","6","4","1","95","69","8","20"
"64a9bbc349cc8b5a66808ff7","SB2713433992","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc349cc8b5a7280905c","SB2713433871","202214121127-v3.2.1","78fc18fb62d2a210a6e748cbffff3b28059ae932","f138dd137c81170b6f95c01253db45b18a88f3fc","7","57","1","8","8","2"
"64a9bbc349cc8b5aad808ff1","SB2713433998","202214121127-v3.2.1","443","6","19","15","16","9","8","7"
"64a9bbc349cc8b5ae4808e85","SB2713434496","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc349cc8b5be480901c","SB2713433942","202214121127-v3.2.1","1385","13","40","93","13","23","28","30"
"64a9bbc349cc8b5be8808f3e","SB2713434220","202214121127-v3.2.1","1618","36","24","9","13","17","11","159"
"64a9bbc349cc8b5cba80902f","SB2713433921","202214121127-v3.2.1","399","6","4","1","95","69","8","20"
"64a9bbc349cc8b5d50808ed6","SB2713434397","202214121127-v3.2.1","533","6","4","5","18","11","8","14"
"64a9bbc349cc8b5d72808fc0","SB2713434058","202214121127-v3.2.1","607","113","4","5","83","8","8","6"
"64a9bbc349cc8b5db6808ec9","SB2713434410","202214121127-v3.2.1","73","36","24","9","13","17","11,11","25"
"64a9bbc349cc8b5dbe808f68","SB2713434170","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc349cc8b5dea808f80","SB2713434142","202214121127-v3.2.1","442","6","95","33","18","9","8","14"
"64a9bbc349cc8b5e33808f35","SB2713434239","202214121127-v3.2.1","109","6","6","1","16","9","13","2"
"64a9bbc349cc8b5e85809050","SB2713433885","202214121127-v3.2.1","135","13","39","50","13","16","37","25"
"64a9bbc349cc8b5fc5808f64","SB2713434174","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc349cc8b6043808f2a","SB2713434253","202214121127-v3.2.1","399","6","4","1","95","69","8","20"
"64a9bbc349cc8b609280904e","SB2713433887","202214121127-v3.2.1","1727","6","19","3","16","11","8","6"
"64a9bbc349cc8b60af808f98","SB2713434110","202214121127-v3.2.1","297","6","65","32","26","9","8","2"
"64a9bbc349cc8b60e7808f4b","SB2713434200","202214121127-v3.2.1","13371","6","4","4","1","22","8","144"
"64a9bbc349cc8b626f808efb","SB2713434352","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc349cc8b62d7808eaf","SB2713434442","202214121127-v3.2.1","2556","96","40","268","100","23","28","122"
"64a9bbc349cc8b62e780905b","SB2713433872","202214121127-v3.2.1","5295","64","126","5","1","8","8","6"
"64a9bbc349cc8b62f6808ffa","SB2713433989","202214121127-v3.2.1","216","10","11","57","8","7","18","6"
"64a9bbc349cc8b635b808f4c","SB2713434199","202214121127-v3.2.1","8369","63","30","3","18","43","8","6"
"64a9bbc349cc8b6362808fef","SB2713434000","202214121127-v3.2.1","1642","6","4","5","18","11","8","6"
"64a9bbc349cc8b640c80902d","SB2713433923","202214121127-v3.2.1","1146","6","29","4","1","24","8","7"
"64a9bbc349cc8b64d7808f45","SB2713434210","202214121127-v3.2.1","1385","13","40","93","13","23","28","30"
"64a9bbc349cc8b64dd808fa9","SB2713434089","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc349cc8b6567808eb1","SB2713434440","202214121127-v3.2.1","23","6","4","12","1","20","13","7"
"64a9bbc349cc8b65c5809031","SB2713433919","202214121127-v3.2.1","348","6","29","32","16","11","8","14"
"64a9bbc349cc8b6708808e7c","SB2713434528","202214121127-v3.2.1","6189","6","4","232","16","9","62","44"
"64a9bbc349cc8b6859808f09","SB2713434301","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc349cc8b68e3808f2d","SB2713434250","202214121127-v3.2.1","616","6","4","12","16","24","8","14"
"64a9bbc349cc8b68ed809067","SB2713433856","202214121127-v3.2.1","13","6","6","5","9","9","8","2"
"64a9bbc349cc8b697c808ee1","SB2713434384","202214121127-v3.2.1","58","6","4","4","16","24","8","14"
"64a9bbc349cc8b699a808e92","SB2713434473","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc349cc8b6a15808f7e","SB2713434145","202214121127-v3.2.1","357","13","40","13","13","23","25","66"
"64a9bbc349cc8b6ad0809022","SB2713433934","202214121127-v3.2.1","58","6","4","4","16","24","8","14"
